date,ticker,headline,Close,return_3d,target_3d
2011-05-13,NVDA,"Benzinga's Top Pre-Market NASDAQ Losers (NVDA, YHOO, SHOR, BMTI)",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Benzinga's Top Downgrades (AHII, NVDA)",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Bank of America Lowers PT On NVIDIA To $26,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Citigroup Lowers PT On NVIDIA To $22,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Stocks To Watch For May 13 (A, JWN, NVDA, YUM, FENG)",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Citi Reports NVIDIA 1Q11 Results,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"US Stock Futures Up After Strong Euro-Zone Growth; Gold, Silver Futures Rise",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"CEOWORLD Top Semiconductors Stocks on 5/13/11- SPRD, DSTI, MSPD, TXCC, CREE, FSLR, SPA, MTSN, NVLS, NVDA, KBALB, ASYS…",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Bank of America Reduces PT on NVIDIA to $26, Maintains Buy (NVDA)",0.45649999380111694,-0.012048168387758969,0
2011-05-16,NVDA,"Should i buy Suburban Propane, Nucor, Olin Corporation- SPH, NUE, OLN today?",0.4424999952316284,0.0045197832195883626,1
2011-05-16,NVDA,Nvidia Falling Again (NVDA),0.4424999952316284,0.0045197832195883626,1
2011-05-17,NVDA,Positive Rumors About Nvidia Corp Circulate (NVDA),0.44075000286102295,0.026091890820249163,1
2011-05-17,NVDA,Positive Rumors About Nvidia Corp Circulate (NVDA),0.44075000286102295,0.026091890820249163,1
2011-05-17,NVDA,Semiconductors Throttled! ,0.44075000286102295,0.026091890820249163,1
2011-05-18,NVDA,"Key Takeaways From Dell, HP Recent Earnings Reports",0.45100000500679016,0.0016629827868792336,1
2011-05-23,NVDA,Amazon Rising On Tablet Rumors ,0.4517500102519989,0.04150521680817959,1
2011-05-24,NVDA,"Nvidia Amends Bylaws, Divides Board Into 3 Classes -Bloomberg",0.45350000262260437,0.0749724566740937,1
2011-05-26,NVDA,YouTube + NVIDIA = 3D Love,0.47049999237060547,0.0170032228314297,1
2011-05-31,NVDA,"Auriga Upgrades NVIDIA To Buy, Raises PT To $24",0.5009999871253967,-0.07884231358825325,0
2011-05-31,NVDA,Auriga Reports on Nvidia,0.5009999871253967,-0.07884231358825325,0
2011-06-01,NVDA,What Nokia's Implosion Means for Microsoft's Smartphone Assault,0.47850000858306885,-0.05590386175808412,0
2011-06-02,NVDA,Qualcomm CEO Blames Nvidia for Delaying Debut of Android Tablets -Bloomberg,0.4762499928474426,-0.05196849270270179,0
2011-06-09,NVDA,"Blueshift Ideas Positive On ARM Holdings, Tablets As A Whole",0.43424999713897705,-0.013241221680415883,0
2011-06-09,NVDA,S&P 500's Technology Sector Update 6/9/2011,0.43424999713897705,-0.013241221680415883,0
2011-06-09,NVDA,3 Stocks With Recent Dividend Boosts,0.43424999713897705,-0.013241221680415883,0
2011-06-15,NVDA,"NVIDIA Corporation Spiking Lower, Hearing Google Nexus won't feature Nividia",0.4192500114440918,-0.06857483983162559,0
2011-06-23,NVDA,"Benzinga's Top ETF Gainers, June 23rd (ZSL, DRV, SCO, SOXL)",0.40525001287460327,-0.043800183174885245,0
2011-06-23,NVDA,"Benzinga's Top ETF Decliners, June 23rd (DRN, AGQ, UCO, SOXS)",0.40525001287460327,-0.043800183174885245,0
2011-06-27,NVDA,J.P.  Morgan Discusses Semiconductors,0.3852500021457672,0.03439323361578173,1
2011-06-27,NVDA,NVIDIA Hints at Major Product Announcement Tuesday,0.3852500021457672,0.03439323361578173,1
2011-06-30,NVDA,"Evercore Initiates NVIDIA At Underweight, $12 PT",0.398499995470047,-0.016938488529396344,0
2011-07-05,NVDA,Sterne Agee Neutral On Nvidia ,0.3970000147819519,-0.02833757847506702,0
2011-07-18,NVDA,"Benzinga's Top ETF Decliners, July 18th (ZSL, TNA, SOXL, FAS)",0.3449999988079071,0.06521741571708836,1
2011-07-18,NVDA,"Benzinga's Top ETF Gainers, July 18th (AGQ, TZA, TVIX, SOXS)",0.3449999988079071,0.06521741571708836,1
2011-07-19,NVDA,"Jefferies Initiates NVIDIA At Hold, $16 PT",0.3555000126361847,0.054852283180567445,1
2011-07-21,NVDA,Top 4 NASDAQ Stocks In The Semiconductor-Specialized Industry With The Highest Cash,0.3675000071525574,-0.02040814340536656,0
2011-07-21,NVDA,Negative Analyst Comments About NVIDIA Circulate,0.3675000071525574,-0.02040814340536656,0
2011-07-26,NVDA,Benzinga's Top Pre-Market Losers,0.36000001430511475,-0.03958336023820664,0
2011-07-28,NVDA,"Take That, iPad 3: Amazon Prepping 4 Million Tablets For 2011",0.34575000405311584,0.04266089267328337,1
2011-08-02,NVDA,"Fast Money Picks For August 2nd (TTM, LLL, TKR, NVDA)",0.3605000078678131,-0.1019417969336759,0
2011-08-02,NVDA,Tuesday's Mid-Day Options Volume Leaders,0.3605000078678131,-0.1019417969336759,0
2011-08-02,NVDA,"Aw Snap, Is Market Gonna Crackle or Pop?",0.3605000078678131,-0.1019417969336759,0
2011-08-03,NVDA,"Benzinga's Top ETF Gainers, August 3rd (AGQ, BZQ, SOXL, AGA)",0.37024998664855957,-0.19446319918142416,0
2011-08-04,NVDA,"Benzinga's Top ETF Decliners, August 3rd (ZSL, PALL, SOXS, UGA)",0.33500000834465027,-0.03507466371193699,0
2011-08-08,NVDA,"Earnings Preview: NVIDIA's EPS, Revenue Expected to Rise",0.2982499897480011,0.12405700502487657,1
2011-08-08,NVDA,"Fusion-io Teams Up With NVIDIA, Tweak Software and Thinkbox Software to Accelerate Entertainment Production",0.2982499897480011,0.12405700502487657,1
2011-08-10,NVDA,NVIDIA Taps Industry Veteran Steve Scott to Help Shape the Future of High Performance Computing ,0.3084999918937683,0.08346843397824208,1
2011-08-10,NVDA,NVIDIA and Samsung Expand GALAXY Smartphones With New GALAXY R Smartphone ,0.3084999918937683,0.08346843397824208,1
2011-08-11,NVDA,US Stock Futures Up; Cisco Shares Jump In Pre-Market,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,Earnings Scheduled For August 11,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,NVIDIA Screams Higher on Q2 Earnings Beat,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,NVIDIA Guides Q3 Revenue $1.06-1.08B vs $1.05B Est; Guides Q3 Tax Rate 15-17%,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,Nvidia Spiking Higher After Earnings Release,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,NVIDIA Tops Estimates,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,Intel's Ultra-Secret Defense Against ARM Holdings,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,Benzinga's Top Pre-Market Gainers,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,Tablet Thursday: Top 5 Contenders You Should Know About,0.33524999022483826,-0.03131986377960309,0
2011-08-11,NVDA,NVIDIA Corp. Reports Q2 EPS $0.32 vs $0.25 Est; Revenues 1.02B$ vs $1.01B Est				,0.33524999022483826,-0.03131986377960309,0
2011-08-12,NVDA,"Stifel Nicolaus Lowers PT On ENS, NVDA",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,NVIDIA Continues Slide,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,"NVIDIA Beats, Then Gets Beaten",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,NVIDIA Moving to New Session Lows on Above Average Volume,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Oppenheimer Reiterates Outperform on NVIDIA,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,"UPDATE:  Citi Reiterates Hold on NVIDIA, Reduces PT to $18",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Benzinga's Top Pre-Market Gainers,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,"FBR Capital Markets Maintains NVIDIA Market Perform, $19 PT",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,UPDATE: J.P. Morgan Lowers Price Target On Nvidia To $18,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,"News Summary for August 12, 2011",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Stocks To Watch For August 12,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,JP Morgan Lowers PT On NVIDIA To $18,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Friday's Mid-Day Options Volume Leaders,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Citigroup Lowers PT On NVIDIA To $18,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,Bank Of America Maintains Buy Rating On Nvidia,0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,"Nvidia is Trading Up over 13% in Pre-Market Trading, After Reporting Earnings Thursday After the Close",0.32199999690055847,-0.005434758967236604,0
2011-08-12,NVDA,US Stock Futures Slightly Up; Economic Data In Focus,0.32199999690055847,-0.005434758967236604,0
2011-08-15,NVDA,Movin' On Up  08-11-2011,0.33425000309944153,-0.10695587535505333,0
2011-08-15,NVDA,Can Support Hold?  08-11-2011,0.33425000309944153,-0.10695587535505333,0
2011-08-15,NVDA,"Home, Home on the Range  08-12-2011",0.33425000309944153,-0.10695587535505333,0
2011-08-15,NVDA,Technical Set-Up - Death Cross  08-12-2011,0.33425000309944153,-0.10695587535505333,0
2011-08-23,NVDA,"Benzinga's Top ETF Gainers, August 23rd (SOXL, TNA, ERX, TQQQ)",0.3307499885559082,-0.016628840467509474,0
2011-08-23,NVDA,Nvidia Raised to 'Outperform' by Wells Fargo,0.3307499885559082,-0.016628840467509474,0
2011-08-23,NVDA,The Long ARM Of The Law Of Portfolio Gains,0.3307499885559082,-0.016628840467509474,0
2011-08-23,NVDA,Morning Gainers; Vonage up on Heavy Volume,0.3307499885559082,-0.016628840467509474,0
2011-08-23,NVDA,"Benzinga's Top ETF Decliners, August 23rd (SOXS, ERY, FSG, SQQQ)",0.3307499885559082,-0.016628840467509474,0
2011-08-31,NVDA,Here's Why The iPad's Dominance Is About To End,0.33274999260902405,-0.009767101226780945,0
2011-09-06,NVDA,UPDATE: Nvidia Spiking Higher After Hours After Raising Guidance,0.3294999897480011,0.053110815349055755,1
2011-09-06,NVDA,Nvidia CEO Says Quad Core Tablets Coming This Year - Bloomberg,0.3294999897480011,0.053110815349055755,1
2011-09-06,NVDA,Nvidia Expects FY2013 Revenue to be $4.7-5B,0.3294999897480011,0.053110815349055755,1
2011-09-07,NVDA,Benzinga's Top Pre-Market Gainers,0.35624998807907104,-0.0028069814985503313,0
2011-09-07,NVDA,J.P. Morgan Maintains Neutral on NVIDIA,0.35624998807907104,-0.0028069814985503313,0
2011-09-08,NVDA,J.P. Morgan Releases SMid Semiconductors Report,0.3544999957084656,0.024682628381596843,1
2011-09-08,NVDA,Taiwan Semiconductor Raising Prices on Products on Vanilla Wafers - SemiAccurate,0.3544999957084656,0.024682628381596843,1
2011-09-12,NVDA,"Winifred Jiau, First Woman Arrested In FBI Insider Trading Probe, Should Get Sentence of Up to 10 Years, US Says",0.3552500009536743,0.09078110355755417,1
2011-09-13,NVDA,These 5 Stocks Will Benefit From Windows 8,0.3632499873638153,0.06400554548835485,1
2011-09-13,NVDA,Nvidia Receives Positive Mad Money/Jim Cramer Mention -CNBC,0.3632499873638153,0.06400554548835485,1
2011-09-14,NVDA,"Benzinga's Top ETF Gainers, September 14th (SOXL, TNA, UPV, TQQQ)",0.38199999928474426,-0.009162263737602877,0
2011-09-14,NVDA,"Benzinga's Top ETF Decliners, September 14th (SOXS, TVIX, TZA, FSG)",0.38199999928474426,-0.009162263737602877,0
2011-09-19,NVDA,Benzinga's Top Pre-Market Losers,0.3785000145435333,-0.10766188939787737,0
2011-09-20,NVDA,Benzinga's Top Pre-Market Losers,0.3687500059604645,-0.06508479578883292,0
2011-09-26,NVDA,Did Apple Just Take a Bite Out of Itself?,0.34549999237060547,-0.05282196514879252,0
2011-09-28,NVDA,Hearing NVIDIA Mentioned Positively by Wedge Partners,0.33550000190734863,-0.1199702030075562,0
2011-09-29,NVDA,Oppenheimer Reiterates Underperform on Advanced Micro Devices,0.32725000381469727,-0.014514937497541137,0
2011-10-03,NVDA,"Benzinga's Top ETF Decliners, October 3rd (TNA, DRN, FAS, SOXL)",0.2952499985694885,0.17612198552409591,1
2011-10-05,NVDA,Can Apple and Amazon Save Christmas?  ,0.33399999141693115,0.10628748712878708,1
2011-10-11,NVDA,Cray Lands $97 Million Contract to Upgrade Supercomputer at Oak Ridge National Laboratory  ,0.36550000309944153,0.07523940723140504,1
2011-10-11,NVDA,Oppenheimer Publishes 3Q Earnings Preview for Semiconductors,0.36550000309944153,0.07523940723140504,1
2011-10-13,NVDA,"Benzinga's Top ETF Gainers, October 13th (SOXL, FAZ, ZSL, SGG)",0.3865000009536743,0.001293644402237125,1
2011-10-14,NVDA,"Benzinga's Top ETF Decliners, October 13th (SOXS, FAS, AGQ, NUGT)",0.3930000066757202,-0.03498731922578876,0
2011-10-20,NVDA,"Benzinga's Top ETF Gainers, October 20th (BOM, EDZ, SOXS, FAS)",0.36024999618530273,0.0027758971222993016,1
2011-10-20,NVDA,"Benzinga's Top ETF Decliners, October 20th (EDC, SOXL, FAZ, DBB)",0.36024999618530273,0.0027758971222993016,1
2011-10-21,NVDA,Microsoft: Searching for Signs of Life,0.3619999885559082,0.009668548768456036,1
2011-10-27,NVDA,AMD on Deck: Spotlight on New CEO,0.3812499940395355,-0.07803276058936136,0
2011-10-31,NVDA,Goldman Sachs Maintains Neutral Rating and $14 PT on Nvidia ,0.3700000047683716,-0.010135125338900729,0
2011-11-01,NVDA,"Canaccord Downgrades NVIDIA to Hold, $15 PT",0.351500004529953,0.0540540357219195,1
2011-11-03,NVDA,"Benzinga's Top ETF Gainers, November 3rd (SOXL, TNA, ERX, NUGT)",0.36625000834465027,0.02935152344993141,1
2011-11-08,NVDA,"NVIDIA Earnings Preview: Analysts Expect Higher EPS, Revenue",0.37700000405311584,-0.00663129333935493,0
2011-11-10,NVDA,US Stock Futures Up; Jobless Claims Data In Focus,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,NVIDIA Corporation Reports Q3 EPS $0.35 vs $0.26 Est; Revenues $1.07B vs $1.06B Est		,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,NVidia Guides Q4 Gross Margin Unchanged at 52.5%; Depreciation & Amortization $53M-$57M,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,UPDATE: NVidia Sees Q4 Revenues $1.04B-$1.09B vs $1.07B Est,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,NVIDIA Corporation Pops on Q3 Results,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,NVIDIA's Profit Rises in Tandem With Healthy Revenue,0.3617500066757202,0.02833449055041902,1
2011-11-10,NVDA,Earnings Scheduled For November 10,0.3617500066757202,0.02833449055041902,1
2011-11-11,NVDA,Italians on Diet  11-11-2011,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,"Why ""Wintel"" is Going To Be ""WinArm""",0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,"Sterne Agee Retains Neutral on NVIDIA, Tweaks Estimates ",0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,"Oppenheimer Maintains Outperform, $25 PT on NVIDIA ",0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,UPDATE: FBR Raises EPS Estimates and PT on NVIDIA to $20,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,"JP Morgan Maintains Neutral, PT of $17 on NVIDIA ",0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,UPDATE: Citi Raises Price Target on NVIDIA to $17,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,"Financial Breakfast: Morning News Summary for November 11, 2011",0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,Wedbush Maintains Outperform Rating and $18 PT on NVIDIA ,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,Stocks To Watch For November 11,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,US Stock Futures Up; All Eyes On Disney,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,Jefferies Raises EPS Estimates on NVIDIA ,0.37450000643730164,-0.026702323347632347,0
2011-11-11,NVDA,Citigroup Raises PT on NVIDIA to $17,0.37450000643730164,-0.026702323347632347,0
2011-11-14,NVDA,Premarket: Cray Lands $188 Million Contract,0.367249995470047,-0.0428862930820065,0
2011-11-14,NVDA,Choppy Action  11-14-2011,0.367249995470047,-0.0428862930820065,0
2011-11-17,NVDA,Nvidia Guides FY2013 GAAP Revenue $4.7-5.0B,0.351500004529953,0.07254622814945046,1
2011-11-21,NVDA,NVIDIA Forms Bullish Reversal,0.3657500147819519,-0.04032810175958771,0
2011-11-21,NVDA,Apple Swapping GSU Supplier to Nvidia -Semiaccurate,0.3657500147819519,-0.04032810175958771,0
2011-11-21,NVDA,Nvidia Spiking Higher on Heavy Volume,0.3657500147819519,-0.04032810175958771,0
2011-11-22,NVDA,Semiconductors Are Down But Not Out,0.37700000405311584,-0.016578233348387327,0
2011-11-22,NVDA,NVIDIA Short Term Bullish Reversal,0.37700000405311584,-0.016578233348387327,0
2011-11-22,NVDA,"Needham Upgrades Nvidia to Buy, $18 PT",0.37700000405311584,-0.016578233348387327,0
2011-11-28,NVDA,"FBR Capital Markets Maintains Market Perform, Target of $20 on NVIDIA ",0.3707500100135803,0.06675655727439501,1
2011-12-01,NVDA,"IBM, Mastercard, Nike and Four Other Stocks Worth a Look Now",0.3955000042915344,-0.03539822608742306,0
2011-12-01,NVDA,Benzinga's Top Pre-Market Losers,0.3955000042915344,-0.03539822608742306,0
